universityId,name,category,facultyStrength,employmentOutlook,requiredSubjects,minScore,minRank
D434,土木工程,,,,,470,262613
D434,工程造价,,,,,476,245742
D436,数字经济,,,,,483,229452
D436,国际经济与贸易,,,,,501,186083
D436,供应链管理,,,,,498,191102
D436,电子商务,,,,,501,184881
D437,护理学,,,,,533,113060
D437,养老服务管理,,,,,522,136301
D437,医学检验技术,,,,,504,178009
D437,医学影像技术,,,,,513,156283
D437,临床医学,,,,,547,88372
D437,口腔医学,,,,,554,76246
D437,预防医学,,,,,515,152754
D437,中医学,,,,,551,80731
D437,针灸推拿学,,,,,554,77081
D437,中西医临床医学,,,,,527,126219
D438,数据科学与大数据技术,,,,,459,290406
D438,人工智能,,,,,463,280522
D438,数字经济,,,,,446,320847
D439,汉语言文学(师范类),,,,,503,180017
D439,法学,,,,,507,170023
D439,历史学(师范类),,,,,501,184641
D439,英语(师范类),,,,,498,191658
D439,电子信息工程,,,,,464,278268
D439,计算机科学与技术,,,,,465,273568
D439,智能测控工程,,,,,462,282796
D439,电子科学与技术,,,,,460,287828
D439,电子与计算机工程,,,,,456,297353
D439,人工智能,,,,,460,288051
D439,国际经济与贸易,,,,,499,190800
D440,汉语言文学(师范类),,,,,502,181401
D440,数学与应用数学(师范类),,,,,463,280694
D440,电气工程及其自动化,,,,,463,281008
D440,计算机科学与技术,,,,,463,280146
D441,会计学,,,,,506,171982
D441,财务管理,,,,,509,165928
D441,工程审计,,,,,466,271458
D441,会计学(注册会计师),,,,,515,152599
D441,金融学,,,,,499,189317
D441,电子商务,,,,,497,193473
D441,国际经济与贸易,,,,,500,188075
D441,金融科技,,,,,465,273427
D441,数字经济,,,,,466,272648
D441,人力资源管理,,,,,499,189244
D441,市场营销,,,,,498,191200
D441,物流管理,,,,,499,189170
D441,资产评估,,,,,500,187714
D441,工程管理,,,,,465,274081
D441,工程造价,,,,,446,321924
D441,大数据管理与应用,,,,,466,272865
D441,计算机科学与技术,,,,,470,262247
D441,经济统计学,,,,,467,270176
D441,商务英语,,,,,503,179192
D441,翻译,,,,,502,182209
D441,新闻学,,,,,498,191874
D441,法学,,,,,516,149660
D441,知识产权,,,,,507,169855
D468,法学,,,,,497,193704
D468,网络与新媒体,,,,,480,236768
D468,电子信息工程,,,,,442,331626
D468,人工智能,,,,,447,320382
D468,计算机科学与技术,,,,,450,312453
D468,软件工程,,,,,443,328100
D468,数字媒体技术,,,,,441,332588
D468,工程造价,,,,,448,315778
D468,电子商务(中外合作办学),,,,,445,323690
D469,财政学,,,,,500,186981
D469,税收学,,,,,501,184916
D469,金融学,,,,,500,186470
D469,国际经济与贸易,,,,,499,188838
D469,法学,,,,,528,124716
D469,汉语言文学,,,,,516,149371
D469,英语,,,,,501,185668
D469,广播电视学,,,,,497,193815
D469,机械设计制造及其自动化,,,,,467,268612
D469,电气工程及其自动化,,,,,478,241865
D469,自动化,,,,,471,258894
D469,计算机科学与技术,,,,,483,229713
D469,软件工程,,,,,468,267943
D469,环境科学与工程,,,,,464,277905
D469,建筑学,,,,,451,310765
D469,城乡规划,,,,,449,314320
D469,信息管理与信息系统,,,,,457,295810
D469,大数据管理与应用,,,,,488,217608
D469,市场营销,,,,,498,191251
D469,会计学,,,,,507,170311
D469,财务管理,,,,,505,174283
D469,文化产业管理,,,,,498,192883
D469,行政管理,,,,,500,188499
D469,电子商务,,,,,499,189382
D471,财政学,,,,,502,181639
D471,金融学,,,,,500,187037
D471,国际经济与贸易,,,,,497,194491
D471,法学,,,,,524,131375
D471,汉语言文学,,,,,511,160707
D471,英语,,,,,497,193510
D471,机械工程,,,,,466,273041
D471,电子信息工程,,,,,466,273032
D471,计算机科学与技术,,,,,479,239651
D471,软件工程,,,,,473,255433
D471,数字媒体技术,,,,,491,209817
D471,数据科学与大数据技术,,,,,472,256965
D471,工程管理,,,,,465,273913
D471,工商管理,,,,,498,192126
D471,会计学,,,,,505,175234
D497,工商管理,,,,,498,191659
D497,财务管理,,,,,501,183870
D497,会计学,,,,,504,178501
D497,教育技术学(师范类),,,,,463,280451
D497,金融学,,,,,497,193571
D497,电子商务,,,,,497,195297
D497,国际经济与贸易,,,,,497,194488
D497,大数据管理与应用,,,,,453,304972
D497,土木工程,,,,,451,309916
D497,英语,,,,,496,196984
D497,网络与新媒体,,,,,501,186123
D497,计算机科学与技术,,,,,463,280385
D497,软件工程,,,,,463,280981
D497,智能制造工程,,,,,462,283260
D497,车辆工程,,,,,461,283727
D500,机械设计制造及其自动化,,,,,464,278349
D500,电气工程及其自动化,,,,,465,275266
D500,通信工程,,,,,461,285236
D500,物联网工程,,,,,460,288642
D500,城市地下空间工程,,,,,455,299157
D501,计算机科学与技术,,,,,462,282963
D501,数学与应用数学(师范类),,,,,458,292018
D501,法学,,,,,502,181963
D501,汉语言文学(师范类),,,,,502,182597
D503,汉语言文学(师范类),,,,,503,179030
D503,数学与应用数学(师范类),,,,,466,272177
D505,临床医学,,,,,511,162182
D505,医学影像技术,,,,,474,252613
D505,康复治疗学,,,,,477,245463
D507,财务管理,,,,,502,182029
D507,会计学,,,,,504,177204
D507,机械设计制造及其自动化,,,,,465,273524
D507,法学,,,,,512,158728
D507,数据科学与大数据技术,,,,,465,273491
D507,计算机科学与技术,,,,,466,272441
D511,法学,,,,,499,190024
D511,法学(法检业务方向),,,,,497,193625
D511,土木工程(低空数智建造方向),,,,,442,331715
D511,网络工程(网络安全方向),,,,,448,317234
D511,大数据管理与应用,,,,,441,332798
D511,人力资源管理,,,,,487,218734
D511,市场营销(数智营销方向),,,,,486,221206
D511,养老服务管理,,,,,489,213831
D511,会计学,,,,,492,205793
D511,会计学(注册会计师方向),,,,,493,204097
D511,会计学(数智会计方向),,,,,491,208639
D511,资产评估,,,,,488,216028
D511,应用中文,,,,,481,233708
D514,财务管理,,,,,492,206419
D514,电子商务,,,,,485,225044
D514,广告学,,,,,482,232810
D514,会计学,,,,,494,201387
D514,酒店管理,,,,,483,228789
D514,英语,,,,,486,221466
D514,大数据管理与应用,,,,,443,329674
D514,工程管理,,,,,448,317701
D514,物流工程,,,,,443,327763
D514,智慧交通,,,,,450,312630
D514,车辆工程,,,,,449,313249
D514,道路桥梁与渡河工程,,,,,442,331931
D514,电气工程及其自动化,,,,,454,301162
D514,给排水科学与工程,,,,,443,329761
D514,轨道交通信号与控制,,,,,450,312520
D514,机械设计制造及其自动化,,,,,456,298255
D514,交通运输,,,,,448,317410
D514,数字媒体技术,,,,,450,312110
D514,土木工程,,,,,444,327000
D514,机器人工程,,,,,457,295456
D515,电气工程及其自动化,,,,,454,302527
D515,食品科学与工程,,,,,446,322258
D515,电子信息工程,,,,,457,294958
D515,财务管理(数智财务方向),,,,,490,211651
D515,人工智能,,,,,450,312611
D515,测绘工程(无人机应用技术方向),,,,,442,331793
D515,数据科学与大数据技术(智能信息方向),,,,,451,308434
D524,哲学,,,,,479,238845
D524,学前教育,,,,,480,236193
D524,汉语言文学,,,,,486,220594
D534,采矿工程,,,,,477,243374
D534,化学工程与工艺,,,,,476,247372
D534,资源勘查工程,,,,,472,257259
D534,应用化学,,,,,475,248403
D534,应急技术与管理,,,,,472,256519
D534,电气工程及其自动化,,,,,497,195433
D534,能源与动力工程,,,,,483,229825
D534,自动化,,,,,484,227317
D534,能源互联网工程,,,,,480,237779
D534,智能感知工程,,,,,476,246072
D534,无机非金属材料工程,,,,,476,247331
D534,新能源材料与器件,,,,,476,246136
D534,环境工程,,,,,468,267427
D534,高分子材料与工程,,,,,475,249569
D534,车辆工程,,,,,480,237770
D534,材料成型及控制工程,,,,,476,247918
D534,机械设计制造及其自动化,,,,,489,213146
D534,智能制造工程,,,,,478,240708
D534,机械电子工程,,,,,481,233150
D534,计算机科学与技术,,,,,502,182973
D534,人工智能,,,,,487,218396
D534,物联网工程,,,,,479,238508
D534,通信工程,,,,,486,221933
D534,软件工程,,,,,478,242269
D534,财务管理,,,,,520,140346
D534,国际经济与贸易,,,,,507,170562
D535,计算机科学与技术,,,,,462,281427
D535,网络工程,,,,,464,277751
D535,机械设计制造及其自动化,,,,,469,264674
D535,电气工程及其自动化,,,,,470,262331
D535,金融科技,,,,,468,268108
D535,国际经济与贸易,,,,,498,191759
D535,互联网金融,,,,,499,189685
D535,审计学,,,,,501,184168
D535,财务管理,,,,,501,184414
D535,英语,,,,,494,200757
D538,经济学,,,,,495,198744
D538,互联网金融,,,,,494,202781
D538,机械设计制造及其自动化,,,,,462,282969
D538,材料成型及控制工程,,,,,455,299300
D538,智能装备与系统,,,,,454,303209
D558,食品营养与检验教育,,,,,465,274885
D558,食品安全与检测,,,,,465,274191
D558,食品卫生与营养学,,,,,465,273851
D558,信息与计算科学,,,,,470,263201
D558,应用物理学,,,,,466,273216
D558,金融学,,,,,470,263049
D558,物流工程,,,,,470,261372
D558,国际经济与贸易,,,,,502,182413
D558,工商管理,,,,,505,175877
D558,市场营销,,,,,502,182868
D558,旅游管理,,,,,501,184637
D558,物流管理,,,,,501,184091
D558,法学,,,,,525,129755
D558,社会工作,,,,,503,179798
D558,英语,,,,,502,181527
D558,商务英语,,,,,501,184453
D558,机械设计制造及其自动化,,,,,475,249380
D558,机械电子工程,,,,,475,250412
D558,机器人工程,,,,,474,252816
D558,电气工程及其自动化,,,,,479,239896
D558,测控技术与仪器,,,,,470,262550
D558,材料成型及控制工程,,,,,470,262168
D558,通信工程,,,,,474,252410
D558,计算机科学与技术,,,,,475,250129
D558,俄语,,,,,502,181524
D558,软件工程,,,,,475,249464
D558,智能科学与技术,,,,,472,257739
D558,数字媒体技术,,,,,471,259557
D558,医学信息工程,,,,,471,260419
D558,电子信息工程,,,,,473,253512
D558,工程管理,,,,,476,247548
D558,过程装备与控制工程,,,,,470,262598
D558,能源化学工程,,,,,468,267881
D558,能源服务工程,,,,,468,266248
D558,材料化学,,,,,467,269984
D558,储能科学与工程,,,,,471,259541
D558,能源与环境系统工程,,,,,467,270711
D558,化学工程与工艺,,,,,465,274873
D558,智慧水利,,,,,463,279077
D558,土木工程,,,,,462,282884
D560,临床医学,,,,,520,141642
D560,麻醉学,,,,,518,144682
D560,口腔医学,,,,,530,120234
D560,中西医临床医学,,,,,511,161022
D560,预防医学,,,,,481,235089
D560,药学,,,,,469,263738
D560,卫生检验与检疫,,,,,492,207500
D560,护理学,,,,,492,207472
D560,信息管理与信息系统,,,,,475,248438
D560,康复治疗学,,,,,491,210083
D560,智能医学工程,,,,,487,218447
D560,中药学,,,,,477,243132
D560,公共事业管理,,,,,502,181791
D560,医学影像技术,,,,,487,218243
D561,数字经济,,,,,478,242276
D561,金融科技,,,,,475,250139
D561,大数据管理与应用,,,,,482,232774
D561,计算机科学与技术,,,,,473,253121
D561,信息安全,,,,,469,264521
D561,软件工程,,,,,472,257332
D561,数字媒体技术,,,,,470,263148
D561,医学信息工程,,,,,469,264872
D561,物联网工程,,,,,470,262923
D561,人工智能,,,,,470,262077
D561,化学工程与工艺,,,,,465,274956
D561,纺织工程,,,,,462,282734
D561,轻化工程,,,,,465,274924
D561,精细化工,,,,,466,272235
D561,非织造材料与工程,,,,,465,275022
D561,药学,,,,,468,267086
D561,康复治疗学,,,,,475,248129
D561,护理学,,,,,508,167158
D561,医疗保险,,,,,502,183275
D561,中药资源与开发,,,,,466,272577
D561,养老服务管理,,,,,502,181914
D561,健康服务与管理,,,,,501,184436
D569,交通运输,,,,,456,297924
D569,电气工程及其自动化,,,,,459,290079
D569,机器人工程,,,,,449,315636
D569,财务管理,,,,,495,198676
D569,电子商务,,,,,487,218154
D571,国际经济与贸易,,,,,497,193465
D571,会计学,,,,,502,181865
D571,财务管理,,,,,499,189146
D571,通信工程,,,,,463,280343
D571,机械工程,,,,,461,284087
D571,护理学,,,,,482,230965
D578,国际经济与贸易,,,,,501,184898
D578,机械设计制造及其自动化,,,,,475,249613
D578,材料成型及控制工程,,,,,468,267451
D578,车辆工程,,,,,473,253398
D578,能源与动力工程,,,,,469,263497
D578,电气工程及其自动化,,,,,481,234531
D578,电子信息工程,,,,,474,252905
D578,通信工程,,,,,472,258118
D578,自动化,,,,,474,252374
D578,计算机科学与技术,,,,,477,244937
D578,土木工程,,,,,461,285999
D578,建筑环境与能源应用工程,,,,,465,273742
D578,给排水科学与工程,,,,,465,274730
D578,水利水电工程,,,,,468,267648
D578,交通工程,,,,,472,257783
D578,食品科学与工程,,,,,467,269827
D578,工程管理,,,,,463,280318
D578,会计学,,,,,509,165005
D579,金融学,,,,,502,182564
D579,英语,,,,,497,193967
D579,机械工程,,,,,465,274084
D579,智能制造工程,,,,,465,275552
D579,电气工程及其自动化,,,,,473,254692
D579,电子科学与技术,,,,,466,272677
D579,土木工程,,,,,461,285519
D579,会计学,,,,,508,169276
D579,行政管理,,,,,497,194118
D579,跨境电子商务,,,,,497,195191
D588,英语,,,,,496,196171
D588,翻译,,,,,496,196804
D588,俄语,,,,,497,194553
D588,德语,,,,,494,201436
D588,日语,,,,,495,199360
D588,阿拉伯语,,,,,490,210708
D588,中国语言文学类,,,,,499,189670
D589,汉语言文学(师范类),,,,,502,182538
D589,计算机科学与技术,,,,,464,277407
D590,会计学,,,,,506,172356
D590,数据科学与大数据技术,,,,,476,247154
D590,工业工程(中外合作办学),,,,,462,283649
D593,机械设计制造及其自动化,,,,,509,166360
D593,无机非金属材料工程,,,,,469,264886
D593,电气工程及其自动化,,,,,476,246082
D593,轨道交通信号与控制,,,,,481,234499
D593,计算机科学与技术,,,,,478,240799
D593,土木工程,,,,,462,283132
D593,测绘工程,,,,,466,270923
D593,交通工程,,,,,484,227765
D593,工程管理,,,,,463,279435
D593,工程造价,,,,,467,270597
D593,会计学,,,,,510,164673
D593,财务管理,,,,,506,172902
D594,金融学类,,,,,500,188188
D594,法学,,,,,504,178820
D594,英语,,,,,492,206557
D594,计算机类,,,,,458,293608
D594,地质类,,,,,460,287967
D594,护理学,,,,,496,196435
D594,管理科学与工程类,,,,,468,266062
D594,工商管理类,,,,,498,191233
D594,电子商务,,,,,498,191355
D597,电子信息工程,,,,,496,197486
D597,通信工程,,,,,488,216048
D597,光电信息科学与工程,,,,,483,228310
D597,安全工程,,,,,478,242146
D597,机械设计制造及其自动化,,,,,505,176195
D597,材料成型及控制工程,,,,,481,235057
D597,过程装备与控制工程,,,,,477,244707
D597,电气工程及其自动化,,,,,500,188387
D597,自动化,,,,,502,183073
D597,无机非金属材料工程,,,,,481,234785
D597,焊接技术与工程,,,,,484,227416
D597,计算机科学与技术,,,,,517,148717
D597,智能科学与技术,,,,,501,185645
D599,艺术教育,,,,,468,266579
D599,日语,,,,,467,269296
D599,网络与新媒体,,,,,474,251491
D599,智能交互设计,,,,,442,332033
D599,园艺,,,,,443,329550
D599,文化产业管理,,,,,468,266201
D599,电子商务,,,,,470,260887
D599,跨境电子商务,,,,,471,258588
D599,旅游管理,,,,,469,264406
D599,戏剧影视文学,,,,,467,268889
D599,广播电视编导,,,,,467,269147
D600,经济学,,,,,483,230139
D600,金融学,,,,,478,241541
D600,国际经济与贸易,,,,,475,249273
D600,工商管理,,,,,480,236149
D600,会计学,,,,,490,212803
D600,电子商务,,,,,474,251372
D600,学前教育,,,,,479,240265
D600,小学教育,,,,,480,235792
D600,应用心理学,,,,,480,236511
D600,汉语言文学,,,,,494,201600
D600,秘书学,,,,,492,206531
D600,新闻学,,,,,488,216714
D600,广告学,,,,,475,248221
D600,英语,,,,,476,246198
D600,俄语,,,,,472,256263
D600,日语,,,,,473,253273
D600,朝鲜语,,,,,467,268481
D600,商务英语,,,,,476,246386
D600,机械工程,,,,,442,332256
D600,机械设计制造及其自动化,,,,,447,319986
D600,机械电子工程,,,,,443,329278
D600,智能制造工程,,,,,459,290208
D600,电气工程及其自动化,,,,,446,321994
D600,电子信息工程,,,,,453,305931
D600,计算机科学与技术,,,,,443,329181
D600,物联网工程,,,,,442,332141
D600,数字媒体技术,,,,,441,332827
D600,戏剧影视文学,,,,,471,258176
D600,广播电视编导,,,,,468,267747
D601,机械工程,,,,,450,312425
D601,机械设计制造及其自动化,,,,,453,305515
D601,智能制造工程,,,,,451,310609
D601,车辆工程,,,,,457,295210
D601,新能源汽车工程,,,,,453,303665
D601,智能车辆工程,,,,,447,319572
D601,电气工程及其自动化,,,,,457,294155
D601,轨道交通信号与控制,,,,,454,302456
D601,机器人工程,,,,,450,311381
D601,电子信息工程,,,,,452,307600
D601,计算机科学与技术,,,,,447,320017
D601,软件工程,,,,,449,315070
D601,数据科学与大数据技术,,,,,456,296110
D601,制药工程,,,,,449,314978
D601,生物制药,,,,,446,320531
D601,物流管理,,,,,487,218897
D601,人力资源管理,,,,,491,208410
D601,财务管理,,,,,489,213528
D601,国际经济与贸易,,,,,491,210419
D601,金融学,,,,,491,210379
D601,英语,,,,,486,221733
D601,法学,,,,,499,188898
D602,电气工程及其自动化,,,,,449,314755
D602,计算机科学与技术,,,,,445,324247
D602,机械设计制造及其自动化,,,,,446,321852
D603,金融学,,,,,485,223510
D603,人工智能,,,,,446,321884
D603,计算机科学与技术,,,,,448,317070
D603,会计学,,,,,494,201278
D603,财务管理,,,,,493,203753
D604,土木工程,,,,,446,321168
D604,自动化,,,,,447,319530
D605,电气工程及其自动化,,,,,449,315541
D605,电子信息工程,,,,,449,314969
D605,通信工程,,,,,442,330389
D605,自动化,,,,,443,328609
D605,计算机科学与技术,,,,,444,325996
D605,土木工程,,,,,445,323197
D605,城市地下空间工程,,,,,442,331959
D605,建筑环境与能源应用工程,,,,,443,328915
D605,交通工程,,,,,442,331745
D605,智慧交通,,,,,443,329711
D605,数字媒体技术,,,,,446,322829
D605,工程管理,,,,,455,300485
D605,工程造价,,,,,454,302681
D605,建筑学,,,,,479,239181
D605,城乡规划,,,,,478,242406
D605,风景园林,,,,,483,228241
D605,广告学,,,,,478,241725
D605,财务管理,,,,,486,221415
D605,电子商务,,,,,478,241298
D606,护理学,,,,,493,203350
D606,中医学,,,,,520,141054
D606,工商管理,,,,,487,218474
D606,机器人工程,,,,,448,317773
D607,广播电视编导,,,,,469,263939
D607,网络与新媒体,,,,,471,260624
D607,戏剧影视文学,,,,,468,267002
D607,广告学,,,,,471,258373
D607,市场营销,,,,,471,260519
D607,文化产业管理,,,,,473,255183
D607,互联网金融,,,,,473,254162
D607,新媒体技术,,,,,443,327910
D607,数字媒体技术,,,,,441,332590
D607,虚拟现实技术,,,,,449,315626
D607,飞行器制造工程,,,,,448,317203
D607,飞行器动力工程,,,,,442,330167
D607,飞行器控制与信息工程,,,,,442,331590
D611,金融学,,,,,493,203979
D611,会计学,,,,,499,188936
D611,财务管理,,,,,495,199387
D611,审计学,,,,,496,196377
D612,人工智能,,,,,502,183309
D612,计算机科学与技术,,,,,510,163205
D612,材料物理,,,,,481,233301
D612,电子信息工程,,,,,506,173870
D612,储能科学与工程,,,,,495,198304
D612,智能制造工程,,,,,499,189784
D612,新能源汽车工程,,,,,494,202066
D613,计算机科学与技术,,,,,454,302645
D613,电气工程及其自动化,,,,,456,296261
D613,智能制造工程,,,,,447,320335
D613,市场营销,,,,,482,230467
D613,财务管理,,,,,491,209571
D613,供应链管理,,,,,486,221050
D614,机械设计制造及其自动化,,,,,458,292830
D614,电气工程及其自动化,,,,,455,298828
D614,财务管理,,,,,490,210789
D615,建筑环境与能源应用工程,,,,,450,313038
D615,给排水科学与工程,,,,,450,311651
D615,智能建造,,,,,444,326754
D615,安全工程,,,,,446,320704
D615,城市管理,,,,,493,205615
D618,临床医学,,,,,513,155880
D619,数据科学与大数据技术,,,,,457,295306
D619,化学工程与工艺,,,,,454,303387
D619,新能源科学与工程,,,,,458,292549
D620,电气工程及其自动化,,,,,457,293637
D620,机械设计制造及其自动化,,,,,452,306001
D620,汉语言文学(师范类),,,,,497,193956
D620,电子商务,,,,,485,223253
D623,旅游管理,,,,,477,243488
D623,酒店管理,,,,,476,246292
D623,会计学,,,,,489,213639
D623,财务管理,,,,,488,215884
D624,计算机科学与技术,,,,,441,332468
D624,数据科学与大数据技术,,,,,441,332698
D624,虚拟现实技术,,,,,442,332345
D624,信息管理与信息系统,,,,,447,320240
D624,大数据管理与应用,,,,,444,327574
D624,机械设计制造及其自动化,,,,,442,330120
D624,智能车辆工程,,,,,441,332574
D624,电气工程及其自动化,,,,,450,310958
D624,土木工程,,,,,445,324750
D624,智能建造,,,,,442,331733
D624,工程管理,,,,,442,331973
D624,工程造价,,,,,444,325644
D624,电子信息工程,,,,,442,331260
D624,通信工程,,,,,442,331545
D624,电信工程及管理,,,,,444,327387
D624,人工智能,,,,,441,332839
D624,物联网工程,,,,,441,332420
D624,金融学,,,,,483,229051
D624,市场营销,,,,,476,247972
D624,会计学,,,,,488,217247
D624,财务管理,,,,,492,206261
D624,人力资源管理,,,,,480,237930
D624,电子商务,,,,,475,249024
D624,法学,,,,,492,206527
D624,秘书学,,,,,479,238085
D624,行政管理,,,,,480,235674
D624,网络与新媒体,,,,,479,238693
D626,计算机科学与技术,,,,,458,292517
D626,建筑学,,,,,483,228652
D626,土木工程,,,,,442,332049
D626,会计学,,,,,492,205953
D626,英语,,,,,488,216719
D626,法学,,,,,498,193356
D627,电子信息类,,,,,467,270484
D627,工商管理,,,,,496,196361
D627,财务管理,,,,,500,187759
D627,计算机科学与技术,,,,,467,269793
D628,跨境电子商务,,,,,502,182138
D628,经济统计学,,,,,474,252040
D628,信用风险管理与法律防控,,,,,517,147350
D628,国际法,,,,,518,145278
D628,应用语言学,,,,,504,178441
D628,俄语,,,,,502,182522
D628,网络工程,,,,,471,260609
D628,智能科学与技术,,,,,470,262541
D628,法学,,,,,525,129694
D628,汉语言文学,,,,,515,151935
D628,工商管理,,,,,506,172430
D628,公共事业管理,,,,,505,175423
D628,国际经济与贸易,,,,,504,177264
D628,计算机科学与技术,,,,,473,253561
D628,英语,,,,,503,179551
D628,监狱学,,,,,528,123030
D628,社区矫正,,,,,515,151418
D628,财务管理,,,,,514,155619
D628,学前教育,,,,,502,182375
D628,司法警察学,,,,,522,136470
D628,网络空间安全,,,,,474,252760
D628,数据科学与大数据技术,,,,,472,257385
D628,经济学,,,,,507,169476
D628,历史学,,,,,508,169198
D628,政治学与行政学,,,,,511,160628
D628,知识产权,,,,,520,140803
D628,司法鉴定学,,,,,521,138611
D628,国家安全学,,,,,521,138148
D628,马克思主义理论,,,,,511,160745
D628,反恐警务,,,,,519,143003
D628,汉语国际教育,,,,,510,164771
D628,数学与应用数学,,,,,468,267267
D631,计算机科学与技术,,,,,457,293680
D631,电子信息工程,,,,,456,298074
D632,广播电视编导,,,,,494,202914
D634,税收学,,,,,503,180661
D634,国际经济与贸易(数字贸易方向),,,,,497,194088
D634,法学,,,,,515,151309
D634,审计学(智能审计),,,,,503,180539
D634,数字经济(商务分析方向),,,,,463,280717
D634,会计学(数智会计),,,,,503,179417
D634,金融学(数字金融方向),,,,,496,195985
D636,英语,,,,,501,183842
D636,日语,,,,,492,206264
D636,翻译,,,,,488,217918
D636,国际经济与贸易,,,,,519,142198
D636,金融学,,,,,500,188436
D636,新闻学(新媒体方向),,,,,521,138533
D636,学前教育(双语班),,,,,490,212332
D636,德语(商务方向),,,,,500,186331
D636,会计学(全英语教学班),,,,,504,178658
D636,大数据管理与应用,,,,,454,301727
D637,金融学(国际班),,,,,487,219697
D637,金融学,,,,,498,192334
D637,会计学(国际班),,,,,495,199860
D637,会计学,,,,,500,188145
D637,新闻传播学类(国际班),,,,,487,219058
D637,新闻传播学类,,,,,495,200414
D641,英语(师范类),,,,,481,233431
D641,汉语言文学(师范类),,,,,498,192106
D641,广播电视编导,,,,,475,248667
D641,审计学,,,,,492,206519
D641,旅游管理,,,,,486,220737
D641,健康服务与管理,,,,,491,208653
D641,数学与应用数学(师范类),,,,,453,304738
D641,软件工程,,,,,451,310694
D641,计算机科学与技术,,,,,453,304851
D641,电子信息工程,,,,,446,320633
D641,数据科学与大数据技术,,,,,446,322302
D641,物联网工程,,,,,445,324487
D641,智能测控工程,,,,,443,329911
D641,医学信息工程,,,,,448,315788
D641,数字媒体技术,,,,,453,305616
D641,金融学,,,,,489,213683
D641,法学,,,,,501,184408
D641,国际经济与贸易,,,,,489,213424
D641,城乡规划,,,,,486,222673
D641,工程造价,,,,,449,315628
D643,中医学,,,,,526,127839
D643,针灸推拿学,,,,,525,129880
D643,药学,,,,,462,283139
D643,医学影像技术,,,,,463,280373
D643,医学检验技术,,,,,462,283374
D643,康复治疗学,,,,,466,271478
D644,计算机科学与技术,,,,,445,324303
D644,网络空间安全,,,,,443,329727
D644,电气工程及其自动化,,,,,444,326784
D644,新能源科学与工程,,,,,448,317081
D644,财务管理,,,,,487,218253
D644,国际经济与贸易,,,,,478,241022
D645,网络与新媒体,,,,,480,235521
D645,国际经济与贸易,,,,,475,248853
D645,会计学,,,,,487,218075
D645,汉语言文学,,,,,490,210778
D645,应用心理学,,,,,475,250007
D645,电气工程及其自动化(国际班),,,,,453,303692
D649,公共事业管理,,,,,490,210920
D650,通信工程,,,,,451,310141
D650,数据科学与大数据技术,,,,,451,310209
D650,计算机科学与技术,,,,,450,312298
D650,电子信息工程,,,,,458,293537
D650,网络工程,,,,,447,319672
D650,人工智能,,,,,450,312107
D650,工程造价,,,,,473,254775
D650,土木工程,,,,,448,315947
D650,工商管理,,,,,492,206598
D650,会计学,,,,,496,197569
D650,人力资源管理,,,,,492,207303
D650,新能源材料与器件,,,,,448,316426
D653,临床医学,,,,,497,195097
D653,麻醉学,,,,,491,208100
D654,会计学,,,,,527,125597
D654,人力资源管理,,,,,511,161333
D654,电气工程及其自动化,,,,,496,198107
D654,光电信息科学与工程,,,,,482,231962
D654,通信工程,,,,,492,205801
D655,电气工程及其自动化,,,,,477,245220
D655,自动化,,,,,472,257733
D655,会计学,,,,,535,109776
D655,汉语言文学,,,,,508,167744
D656,经济学,,,,,479,238495
D656,计算机科学与技术(全英语授课),,,,,444,327537
D656,会计学,,,,,484,226013
D656,会计学(中美人才培养计划121学位项目),,,,,479,238968
D656,护理学(全英语授课),,,,,467,269490
D656,工程管理,,,,,459,288984
D656,资源勘查工程,,,,,441,332502
D658,德语,,,,,498,192145
D658,商务英语,,,,,498,191006
D658,法学,,,,,513,156443
D658,财务管理,,,,,502,182340
D659,戏剧影视文学,,,,,470,262970
D659,广播电视编导,,,,,470,260905
D660,英语,,,,,498,191536
D660,日语,,,,,501,184861
D660,物流管理,,,,,504,177826
D660,酒店管理,,,,,497,194175
D660,会计学,,,,,555,74696
D660,财务管理,,,,,506,172290
D660,审计学,,,,,506,172179
D660,戏剧影视文学,,,,,492,206025
D660,广播电视编导,,,,,493,203874
D661,临床医学,,,,,513,156885
D661,口腔医学,,,,,542,97374
D661,护理学,,,,,485,224707
D662,广播电视编导,,,,,473,254267
D662,俄语,,,,,476,246109
D664,数据科学与大数据技术,,,,,459,289968
D664,物联网工程,,,,,453,303727
D665,英语,,,,,494,200732
D665,电子科学与技术,,,,,472,255673
D665,计算机科学与技术,,,,,484,227199
D665,软件工程,,,,,475,248178
D665,信息安全,,,,,466,271675
D665,物联网工程,,,,,465,273879
D665,财务管理,,,,,501,185431
D665,人力资源管理,,,,,499,189529
D665,审计学,,,,,501,184121
D665,应用统计学,,,,,463,280536
D665,计算机科学与技术(智能金融联合学士学位创新班),,,,,477,244454
D666,机械设计制造及其自动化,,,,,468,266347
D666,人工智能,,,,,462,282570
D666,商务英语,,,,,487,219824
D667,金融学(中英双语创新班),,,,,490,211192
D667,会计学(中英双语创新班),,,,,488,217636
D667,国际商务(中英双语创新班),,,,,487,218845
D667,商务英语(中英双语创新班),,,,,486,220784
D667,互联网金融(中外合作办学),,,,,481,235471
D667,物流管理(中外合作办学),,,,,477,243808
D668,核工程与核技术,,,,,473,254659
D668,智能建造,,,,,464,276716
D668,电气工程及其自动化,,,,,467,270179
